epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,105.536,1.22346,0.9434,0.99866,0.17394,0.00998217,0.00332739,0.00998217,0.00332739,0.00998217,0.00332739,0.00998217,0.00332739
2,193.266,0.32514,0.95796,0.99911,0.13969,0.0196525,0.00655082,0.0196525,0.00655082,0.0196525,0.00655082,0.0196525,0.00655082
